"geoid","year","crime_type","crime_count","number_of_months_missing","number_of_reporting_agencies"
"0420750",2009,"manslaughter",0,12,1
"0499013",2023,"manslaughter",0,0,1
"0499013",2022,"manslaughter",0,0,1
"0499013",2021,"manslaughter",1,0,1
"0499013",2020,"manslaughter",0,0,1
"0499013",2019,"manslaughter",0,0,1
"0499013",2018,"manslaughter",0,0,1
"0499013",2017,"manslaughter",0,0,1
"0499013",2016,"manslaughter",1,0,1
"0499013",2015,"manslaughter",0,0,1
"0499013",2014,"manslaughter",1,0,1
"0499013",2013,"manslaughter",1,0,1
"0499013",2012,"manslaughter",1,0,1
"0499013",2011,"manslaughter",3,0,1
"0499013",2010,"manslaughter",0,0,1
"0499013",2009,"manslaughter",0,0,1
"0404720",2023,"manslaughter",1,0,1
"0404720",2022,"manslaughter",1,0,1
"0404720",2021,"manslaughter",0,0,1
"0404720",2020,"manslaughter",0,0,1
"0404720",2019,"manslaughter",2,0,1
"0404720",2018,"manslaughter",0,0,1
"0404720",2017,"manslaughter",1,0,1
"0404720",2016,"manslaughter",0,0,1
"0404720",2015,"manslaughter",0,0,1
"0404720",2014,"manslaughter",0,0,1
"0404720",2013,"manslaughter",0,1,1
"0404720",2012,"manslaughter",0,0,1
"0404720",2011,"manslaughter",0,0,1
"0404720",2010,"manslaughter",0,0,1
"0404720",2009,"manslaughter",1,0,1
"0407940",2023,"manslaughter",0,0,1
"0407940",2022,"manslaughter",0,0,1
"0407940",2021,"manslaughter",0,0,1
"0407940",2020,"manslaughter",2,0,1
"0407940",2019,"manslaughter",0,0,1
"0407940",2018,"manslaughter",1,0,1
"0407940",2017,"manslaughter",0,0,1
"0407940",2016,"manslaughter",0,0,1
"0407940",2015,"manslaughter",1,0,1
"0407940",2014,"manslaughter",0,0,1
"0407940",2013,"manslaughter",0,0,1
"0407940",2012,"manslaughter",0,0,1
"0407940",2011,"manslaughter",0,0,1
"0407940",2010,"manslaughter",0,0,1
"0407940",2009,"manslaughter",0,0,1
"0412000",2023,"manslaughter",2,0,1
"0412000",2022,"manslaughter",2,0,1
"0412000",2021,"manslaughter",2,0,1
"0412000",2020,"manslaughter",1,0,1
"0412000",2019,"manslaughter",1,0,1
"0412000",2018,"manslaughter",1,0,1
"0412000",2017,"manslaughter",0,0,1
"0412000",2016,"manslaughter",0,0,1
"0412000",2015,"manslaughter",1,0,1
"0412000",2014,"manslaughter",0,0,1
"0412000",2013,"manslaughter",0,0,1
"0412000",2012,"manslaughter",0,0,1
"0412000",2011,"manslaughter",1,0,1
"0412000",2010,"manslaughter",2,0,1
"0412000",2009,"manslaughter",1,0,1
"0422220",2023,"manslaughter",1,0,1
"0422220",2022,"manslaughter",3,0,1
"0422220",2021,"manslaughter",0,0,1
"0422220",2020,"manslaughter",0,0,1
"0422220",2019,"manslaughter",0,0,1
"0422220",2018,"manslaughter",0,0,1
"0422220",2017,"manslaughter",0,0,1
"0422220",2016,"manslaughter",0,0,1
"0422220",2015,"manslaughter",0,0,1
"0422220",2014,"manslaughter",1,0,1
"0422220",2013,"manslaughter",0,0,1
"0422220",2012,"manslaughter",0,0,1
"0422220",2011,"manslaughter",0,0,1
"0422220",2010,"manslaughter",0,0,1
"0422220",2009,"manslaughter",0,0,1
"0427050",2023,"manslaughter",0,0,1
"0427050",2022,"manslaughter",0,0,1
"0427050",2021,"manslaughter",0,0,1
"0427050",2020,"manslaughter",0,0,1
"0427050",2019,"manslaughter",0,0,1
"0427050",2018,"manslaughter",0,0,1
"0427050",2017,"manslaughter",0,0,1
"0427050",2016,"manslaughter",0,12,1
"0427050",2015,"manslaughter",0,12,1
"0427050",2014,"manslaughter",0,12,1
"0427050",2013,"manslaughter",0,12,1
"0427050",2012,"manslaughter",0,12,1
"0427050",2011,"manslaughter",0,12,1
"0427050",2010,"manslaughter",0,12,1
"0427050",2009,"manslaughter",0,12,1
"0427400",2023,"manslaughter",2,0,1
"0427400",2022,"manslaughter",2,0,1
"0427400",2021,"manslaughter",6,0,1
"0427400",2020,"manslaughter",0,0,1
"0427400",2019,"manslaughter",1,0,1
"0427400",2018,"manslaughter",0,0,1
"0427400",2017,"manslaughter",0,0,1
"0427400",2016,"manslaughter",1,0,1
"0427400",2015,"manslaughter",1,0,1
"0427400",2014,"manslaughter",0,0,1
"0427400",2013,"manslaughter",0,0,1
"0427400",2012,"manslaughter",0,0,1
"0427400",2011,"manslaughter",0,0,1
"0427400",2010,"manslaughter",0,0,1
"0427400",2009,"manslaughter",0,0,1
"0427820",2023,"manslaughter",3,0,1
"0427820",2022,"manslaughter",1,0,1
"0427820",2021,"manslaughter",0,0,1
"0427820",2020,"manslaughter",3,0,1
"0427820",2019,"manslaughter",0,0,1
"0427820",2018,"manslaughter",1,0,1
"0427820",2017,"manslaughter",2,0,1
"0427820",2016,"manslaughter",0,0,1
"0427820",2015,"manslaughter",0,0,1
"0427820",2014,"manslaughter",0,0,1
"0427820",2013,"manslaughter",1,0,1
"0427820",2012,"manslaughter",0,0,1
"0427820",2011,"manslaughter",0,0,1
"0427820",2010,"manslaughter",0,0,1
"0427820",2009,"manslaughter",0,0,1
"0428380",2023,"manslaughter",3,0,1
"0428380",2022,"manslaughter",0,0,1
"0428380",2021,"manslaughter",1,0,1
"0428380",2020,"manslaughter",1,0,1
"0428380",2019,"manslaughter",0,0,1
"0428380",2018,"manslaughter",0,0,1
"0428380",2017,"manslaughter",0,0,1
"0428380",2016,"manslaughter",0,0,1
"0428380",2015,"manslaughter",0,0,1
"0428380",2014,"manslaughter",0,0,1
"0428380",2013,"manslaughter",0,0,1
"0428380",2012,"manslaughter",0,0,1
"0428380",2011,"manslaughter",0,0,1
"0428380",2010,"manslaughter",1,0,1
"0428380",2009,"manslaughter",0,0,1
"0446000",2023,"manslaughter",5,0,2
"0446000",2022,"manslaughter",7,0,2
"0446000",2021,"manslaughter",12,0,2
"0446000",2020,"manslaughter",6,0,2
"0446000",2019,"manslaughter",0,0,2
"0446000",2018,"manslaughter",0,0,2
"0446000",2017,"manslaughter",2,0,2
"0446000",2016,"manslaughter",1,12,2
"0446000",2015,"manslaughter",1,12,2
"0446000",2014,"manslaughter",1,12,2
"0446000",2013,"manslaughter",3,12,2
"0446000",2012,"manslaughter",1,12,2
"0446000",2011,"manslaughter",1,12,2
"0446000",2010,"manslaughter",2,12,2
"0446000",2009,"manslaughter",0,12,2
"0452930",2023,"manslaughter",0,0,1
"0452930",2022,"manslaughter",0,0,1
"0452930",2021,"manslaughter",0,0,1
"0452930",2020,"manslaughter",0,0,1
"0452930",2019,"manslaughter",0,0,1
"0452930",2018,"manslaughter",0,0,1
"0452930",2017,"manslaughter",0,0,1
"0452930",2016,"manslaughter",0,0,1
"0452930",2015,"manslaughter",0,0,1
"0452930",2014,"manslaughter",0,0,1
"0452930",2013,"manslaughter",0,0,1
"0452930",2012,"manslaughter",0,0,1
"0452930",2011,"manslaughter",0,0,1
"0452930",2010,"manslaughter",0,0,1
"0452930",2009,"manslaughter",0,0,1
"0454050",2023,"manslaughter",2,0,1
"0454050",2022,"manslaughter",7,0,1
"0454050",2021,"manslaughter",7,0,1
"0454050",2020,"manslaughter",0,0,1
"0454050",2019,"manslaughter",2,0,1
"0454050",2018,"manslaughter",1,0,1
"0454050",2017,"manslaughter",0,0,1
"0454050",2016,"manslaughter",1,0,1
"0454050",2015,"manslaughter",3,0,1
"0454050",2014,"manslaughter",0,0,1
"0454050",2013,"manslaughter",1,0,1
"0454050",2012,"manslaughter",0,0,1
"0454050",2011,"manslaughter",0,0,1
"0454050",2010,"manslaughter",0,0,1
"0454050",2009,"manslaughter",0,0,1
"0455000",2023,"manslaughter",7,0,4
"0455000",2022,"manslaughter",8,0,4
"0455000",2021,"manslaughter",0,0,4
"0455000",2020,"manslaughter",12,0,4
"0455000",2019,"manslaughter",8,0,4
"0455000",2018,"manslaughter",4,0,4
"0455000",2017,"manslaughter",4,0,4
"0455000",2016,"manslaughter",4,24,4
"0455000",2015,"manslaughter",3,24,4
"0455000",2014,"manslaughter",3,24,4
"0455000",2013,"manslaughter",6,24,4
"0455000",2012,"manslaughter",4,24,4
"0455000",2011,"manslaughter",4,24,4
"0455000",2010,"manslaughter",2,24,4
"0455000",2009,"manslaughter",2,24,4
"0465000",2023,"manslaughter",1,0,2
"0465000",2022,"manslaughter",1,0,2
"0465000",2021,"manslaughter",0,0,2
"0465000",2020,"manslaughter",1,0,2
"0465000",2019,"manslaughter",1,0,2
"0465000",2018,"manslaughter",1,0,2
"0465000",2017,"manslaughter",1,0,2
"0465000",2016,"manslaughter",0,0,2
"0465000",2015,"manslaughter",2,0,2
"0465000",2014,"manslaughter",0,0,2
"0465000",2013,"manslaughter",0,0,2
"0465000",2012,"manslaughter",0,0,2
"0465000",2011,"manslaughter",0,0,2
"0465000",2010,"manslaughter",0,0,2
"0465000",2009,"manslaughter",0,0,2
"0471510",2023,"manslaughter",4,0,1
"0471510",2022,"manslaughter",0,0,1
"0471510",2021,"manslaughter",0,0,1
"0471510",2020,"manslaughter",0,0,1
"0471510",2019,"manslaughter",0,0,1
"0471510",2018,"manslaughter",0,0,1
"0471510",2017,"manslaughter",0,0,1
"0471510",2016,"manslaughter",1,0,1
"0471510",2015,"manslaughter",1,0,1
"0471510",2014,"manslaughter",0,0,1
"0471510",2013,"manslaughter",1,0,1
"0471510",2012,"manslaughter",0,0,1
"0471510",2011,"manslaughter",0,0,1
"0471510",2010,"manslaughter",1,0,1
"0471510",2009,"manslaughter",0,0,1
"0473000",2023,"manslaughter",4,0,2
"0473000",2022,"manslaughter",3,0,2
"0473000",2021,"manslaughter",0,0,2
"0473000",2020,"manslaughter",0,0,2
"0473000",2019,"manslaughter",2,0,2
"0473000",2018,"manslaughter",0,0,2
"0473000",2017,"manslaughter",1,0,2
"0473000",2016,"manslaughter",1,0,2
"0473000",2015,"manslaughter",0,0,2
"0473000",2014,"manslaughter",0,0,2
"0473000",2013,"manslaughter",0,0,2
"0473000",2012,"manslaughter",0,0,2
"0473000",2011,"manslaughter",2,0,2
"0473000",2010,"manslaughter",0,0,2
"0473000",2009,"manslaughter",0,0,2
"0474190",2023,"manslaughter",0,0,1
"0474190",2022,"manslaughter",1,0,1
"0474190",2021,"manslaughter",0,0,1
"0474190",2020,"manslaughter",0,0,1
"0474190",2019,"manslaughter",0,0,1
"0474190",2018,"manslaughter",0,0,1
"0474190",2017,"manslaughter",1,0,1
"0474190",2016,"manslaughter",0,11,1
"0474190",2015,"manslaughter",0,0,1
"0474190",2014,"manslaughter",0,0,1
"0474190",2013,"manslaughter",0,0,1
"0474190",2012,"manslaughter",0,0,1
"0474190",2011,"manslaughter",0,0,1
"0474190",2010,"manslaughter",0,0,1
"0474190",2009,"manslaughter",0,0,1
"0482740",2023,"manslaughter",0,0,1
"0482740",2022,"manslaughter",0,0,1
"0482740",2021,"manslaughter",0,0,1
"0482740",2020,"manslaughter",0,0,1
"0482740",2019,"manslaughter",0,0,1
"0482740",2018,"manslaughter",0,0,1
"0482740",2017,"manslaughter",0,0,1
"0482740",2016,"manslaughter",0,0,1
"0482740",2015,"manslaughter",0,0,1
"0482740",2014,"manslaughter",0,0,1
"0482740",2013,"manslaughter",0,0,1
"0482740",2012,"manslaughter",0,0,1
"0482740",2011,"manslaughter",0,0,1
"0482740",2010,"manslaughter",0,1,1
"0482740",2009,"manslaughter",0,0,1
"0485400",2023,"manslaughter",0,0,1
"0485400",2022,"manslaughter",0,0,1
"0485400",2021,"manslaughter",0,0,1
"0485400",2020,"manslaughter",0,0,1
"0485400",2019,"manslaughter",0,0,1
"0485400",2018,"manslaughter",0,0,1
"0485400",2017,"manslaughter",0,0,1
"0485400",2016,"manslaughter",0,12,1
"0485400",2015,"manslaughter",0,12,1
"0485400",2014,"manslaughter",0,12,1
"0485400",2013,"manslaughter",0,12,1
"0485400",2012,"manslaughter",0,12,1
"0485400",2011,"manslaughter",0,6,1
"0485400",2010,"manslaughter",0,0,1
"0485400",2009,"manslaughter",0,0,1
"0430270",2023,"manslaughter",0,0,1
"0430270",2022,"manslaughter",0,0,1
"0430270",2021,"manslaughter",0,0,1
"0430270",2020,"manslaughter",0,0,1
"0430270",2019,"manslaughter",0,0,1
"0430270",2018,"manslaughter",0,0,1
"0430270",2017,"manslaughter",0,0,1
"0430270",2016,"manslaughter",0,12,1
"0430270",2015,"manslaughter",0,12,1
"0430270",2014,"manslaughter",0,12,1
"0430270",2013,"manslaughter",0,12,1
"0430270",2012,"manslaughter",0,12,1
"0430270",2011,"manslaughter",0,12,1
"0430270",2010,"manslaughter",0,12,1
"0430270",2009,"manslaughter",0,12,1
"0499015",2023,"manslaughter",0,0,1
"0499015",2022,"manslaughter",1,0,1
"0499015",2021,"manslaughter",1,0,1
"0499015",2020,"manslaughter",0,0,1
"0499015",2019,"manslaughter",0,0,1
"0499015",2018,"manslaughter",0,0,1
"0499015",2017,"manslaughter",0,0,1
"0499015",2016,"manslaughter",0,0,1
"0499015",2015,"manslaughter",0,0,1
"0499015",2014,"manslaughter",0,0,1
"0499015",2013,"manslaughter",1,0,1
"0499015",2012,"manslaughter",0,0,1
"0499015",2011,"manslaughter",0,0,1
"0499015",2010,"manslaughter",0,0,1
"0499015",2009,"manslaughter",0,0,1
"0437620",2023,"manslaughter",2,0,1
"0437620",2022,"manslaughter",2,0,1
"0437620",2021,"manslaughter",0,0,1
"0437620",2020,"manslaughter",0,0,1
"0437620",2019,"manslaughter",0,0,1
"0437620",2018,"manslaughter",1,0,1
"0437620",2017,"manslaughter",0,0,1
"0437620",2016,"manslaughter",1,0,1
"0437620",2015,"manslaughter",0,0,1
"0437620",2014,"manslaughter",0,0,1
"0437620",2013,"manslaughter",0,0,1
"0437620",2012,"manslaughter",0,0,1
"0437620",2011,"manslaughter",0,0,1
"0437620",2010,"manslaughter",1,0,1
"0437620",2009,"manslaughter",1,0,1
"0447400",2023,"manslaughter",0,0,1
"0447400",2022,"manslaughter",0,0,1
"0447400",2021,"manslaughter",0,0,1
"0447400",2020,"manslaughter",0,0,1
"0447400",2019,"manslaughter",0,0,1
"0447400",2018,"manslaughter",0,0,1
"0447400",2017,"manslaughter",0,0,1
"0447400",2016,"manslaughter",0,3,1
"0447400",2015,"manslaughter",0,0,1
"0447400",2014,"manslaughter",0,0,1
"0447400",2013,"manslaughter",0,0,1
"0447400",2012,"manslaughter",0,0,1
"0447400",2011,"manslaughter",0,0,1
"0447400",2010,"manslaughter",0,0,1
"0447400",2009,"manslaughter",0,2,1
"0439370",2023,"manslaughter",0,0,1
"0439370",2022,"manslaughter",0,0,1
"0439370",2021,"manslaughter",0,0,1
"0439370",2020,"manslaughter",0,0,1
"0439370",2019,"manslaughter",1,0,1
"0439370",2018,"manslaughter",1,0,1
"0439370",2017,"manslaughter",0,0,1
"0439370",2016,"manslaughter",0,0,1
"0439370",2015,"manslaughter",0,0,1
"0439370",2014,"manslaughter",0,0,1
"0439370",2013,"manslaughter",1,0,1
"0439370",2012,"manslaughter",0,0,1
"0439370",2011,"manslaughter",0,0,1
"0439370",2010,"manslaughter",0,1,1
"0439370",2009,"manslaughter",0,0,1
"0408220",2023,"manslaughter",1,0,1
"0408220",2022,"manslaughter",1,0,1
"0408220",2021,"manslaughter",0,0,1
"0408220",2020,"manslaughter",0,0,1
"0408220",2019,"manslaughter",0,0,1
"0408220",2018,"manslaughter",1,0,1
"0408220",2017,"manslaughter",0,0,1
"0408220",2016,"manslaughter",0,0,1
"0408220",2015,"manslaughter",0,0,1
"0408220",2014,"manslaughter",0,0,1
"0408220",2013,"manslaughter",0,0,1
"0408220",2012,"manslaughter",0,0,1
"0408220",2011,"manslaughter",0,0,1
"0408220",2010,"manslaughter",0,0,1
"0408220",2009,"manslaughter",0,0,1
"0414870",2023,"manslaughter",0,0,1
"0414870",2022,"manslaughter",0,0,1
"0414870",2021,"manslaughter",0,0,1
"0414870",2020,"manslaughter",0,0,1
"0414870",2019,"manslaughter",0,0,1
"0414870",2018,"manslaughter",0,0,1
"0414870",2017,"manslaughter",0,0,1
"0414870",2016,"manslaughter",0,12,1
"0414870",2015,"manslaughter",0,12,1
"0414870",2014,"manslaughter",0,12,1
"0414870",2013,"manslaughter",0,12,1
"0414870",2012,"manslaughter",0,9,1
"0414870",2011,"manslaughter",0,0,1
"0414870",2010,"manslaughter",0,0,1
"0414870",2009,"manslaughter",0,0,1
"0499017",2023,"manslaughter",0,0,1
"0499017",2022,"manslaughter",0,0,1
"0499017",2021,"manslaughter",0,0,1
"0499017",2020,"manslaughter",0,0,1
"0499017",2019,"manslaughter",1,0,1
"0499017",2018,"manslaughter",0,0,1
"0499017",2017,"manslaughter",0,0,1
"0499017",2016,"manslaughter",0,0,1
"0499017",2015,"manslaughter",0,0,1
"0499017",2014,"manslaughter",0,0,1
"0499017",2013,"manslaughter",0,0,1
"0499017",2012,"manslaughter",0,0,1
"0499017",2011,"manslaughter",0,0,1
"0499017",2010,"manslaughter",0,0,1
"0499017",2009,"manslaughter",0,0,1
"0433280",2023,"manslaughter",0,0,1
"0433280",2022,"manslaughter",0,0,1
"0433280",2021,"manslaughter",0,0,1
"0433280",2020,"manslaughter",0,0,1
"0433280",2019,"manslaughter",0,0,1
"0433280",2018,"manslaughter",0,0,1
"0433280",2017,"manslaughter",0,0,1
"0433280",2016,"manslaughter",0,0,1
"0433280",2015,"manslaughter",0,0,1
"0433280",2014,"manslaughter",0,0,1
"0433280",2013,"manslaughter",0,0,1
"0433280",2012,"manslaughter",0,0,1
"0433280",2011,"manslaughter",0,0,1
"0433280",2010,"manslaughter",0,0,1
"0433280",2009,"manslaughter",0,0,1
"0466470",2023,"manslaughter",0,0,1
"0466470",2022,"manslaughter",0,0,1
"0466470",2021,"manslaughter",0,0,1
"0466470",2020,"manslaughter",0,0,1
"0466470",2019,"manslaughter",0,0,1
"0466470",2018,"manslaughter",0,0,1
"0466470",2017,"manslaughter",0,0,1
"0466470",2016,"manslaughter",0,0,1
"0466470",2015,"manslaughter",0,0,1
"0466470",2014,"manslaughter",0,0,1
"0466470",2013,"manslaughter",0,0,1
"0466470",2012,"manslaughter",0,0,1
"0466470",2011,"manslaughter",0,0,1
"0466470",2010,"manslaughter",0,0,1
"0466470",2009,"manslaughter",0,0,1
"0499991",2023,"manslaughter",0,0,1
"0499991",2022,"manslaughter",2,0,1
"0499991",2021,"manslaughter",0,0,1
"0499991",2020,"manslaughter",0,0,1
"0499991",2019,"manslaughter",0,0,1
"0499991",2018,"manslaughter",0,0,1
"0499991",2017,"manslaughter",0,0,1
"0499991",2016,"manslaughter",0,0,1
"0499991",2015,"manslaughter",0,0,1
"0499991",2014,"manslaughter",0,0,1
"0499991",2013,"manslaughter",0,0,1
"0499991",2012,"manslaughter",0,0,1
"0499991",2011,"manslaughter",0,0,1
"0499991",2010,"manslaughter",0,0,1
"0499991",2009,"manslaughter",0,0,1
"0472420",2023,"manslaughter",0,0,1
"0472420",2022,"manslaughter",0,0,1
"0472420",2021,"manslaughter",0,0,1
"0472420",2020,"manslaughter",0,0,1
"0472420",2019,"manslaughter",0,0,1
"0472420",2018,"manslaughter",0,0,1
"0472420",2017,"manslaughter",0,0,1
"0472420",2016,"manslaughter",0,12,1
"0472420",2015,"manslaughter",0,12,1
"0472420",2014,"manslaughter",0,12,1
"0472420",2013,"manslaughter",0,12,1
"0472420",2012,"manslaughter",0,12,1
"0472420",2011,"manslaughter",0,12,1
"0472420",2010,"manslaughter",0,12,1
"0472420",2009,"manslaughter",0,12,1
"0483930",2023,"manslaughter",0,0,1
"0483930",2022,"manslaughter",0,0,1
"0483930",2021,"manslaughter",0,0,1
"0483930",2020,"manslaughter",0,0,1
"0483930",2019,"manslaughter",1,0,1
"0483930",2018,"manslaughter",0,0,1
"0483930",2017,"manslaughter",0,0,1
"0483930",2016,"manslaughter",0,0,1
"0483930",2015,"manslaughter",0,0,1
"0483930",2014,"manslaughter",0,0,1
"0483930",2013,"manslaughter",0,0,1
"0483930",2012,"manslaughter",0,0,1
"0483930",2011,"manslaughter",0,0,1
"0483930",2010,"manslaughter",0,2,1
"0483930",2009,"manslaughter",0,0,1
"0455980",2023,"manslaughter",0,0,1
"0455980",2022,"manslaughter",0,0,1
"0455980",2021,"manslaughter",0,0,1
"0455980",2020,"manslaughter",0,0,1
"0455980",2019,"manslaughter",0,0,1
"0455980",2018,"manslaughter",0,0,1
"0455980",2017,"manslaughter",0,0,1
"0455980",2016,"manslaughter",0,0,1
"0455980",2015,"manslaughter",0,0,1
"0455980",2014,"manslaughter",0,0,1
"0455980",2013,"manslaughter",0,0,1
"0455980",2012,"manslaughter",0,0,1
"0455980",2011,"manslaughter",0,0,1
"0455980",2010,"manslaughter",0,0,1
"0455980",2009,"manslaughter",0,0,1
"0482530",2023,"manslaughter",0,0,2
"0482530",2022,"manslaughter",0,0,2
"0482530",2021,"manslaughter",0,0,2
"0482530",2020,"manslaughter",6,0,2
"0482530",2019,"manslaughter",0,0,2
"0482530",2018,"manslaughter",3,0,2
"0482530",2017,"manslaughter",0,0,2
"0482530",2016,"manslaughter",0,1,2
"0482530",2015,"manslaughter",6,1,2
"0482530",2014,"manslaughter",0,0,2
"0482530",2013,"manslaughter",0,0,2
"0482530",2012,"manslaughter",3,0,2
"0482530",2011,"manslaughter",0,0,2
"0482530",2010,"manslaughter",1,0,2
"0482530",2009,"manslaughter",2,0,2
"0499019",2023,"manslaughter",0,0,2
"0499019",2022,"manslaughter",0,0,2
"0499019",2021,"manslaughter",0,0,2
"0499019",2020,"manslaughter",1,0,2
"0499019",2019,"manslaughter",5,0,2
"0499019",2018,"manslaughter",2,0,2
"0499019",2017,"manslaughter",0,0,2
"0499019",2016,"manslaughter",0,0,2
"0499019",2015,"manslaughter",0,0,2
"0499019",2014,"manslaughter",0,0,2
"0499019",2013,"manslaughter",0,0,2
"0499019",2012,"manslaughter",0,0,2
"0499019",2011,"manslaughter",0,0,2
"0499019",2010,"manslaughter",0,0,2
"0499019",2009,"manslaughter",0,0,2
"0468850",2023,"manslaughter",0,0,1
"0468850",2022,"manslaughter",1,0,1
"0468850",2021,"manslaughter",0,0,1
"0468850",2020,"manslaughter",0,0,1
"0468850",2019,"manslaughter",0,0,1
"0468850",2018,"manslaughter",0,0,1
"0468850",2017,"manslaughter",0,0,1
"0468850",2016,"manslaughter",0,10,1
"0468850",2015,"manslaughter",0,0,1
"0468850",2014,"manslaughter",0,0,1
"0468850",2013,"manslaughter",0,0,1
"0468850",2012,"manslaughter",0,0,1
"0468850",2011,"manslaughter",0,0,1
"0468850",2010,"manslaughter",0,0,1
"0468850",2009,"manslaughter",0,0,1
"0477000",2023,"manslaughter",0,0,4
"0477000",2022,"manslaughter",1,0,4
"0477000",2021,"manslaughter",0,0,4
"0477000",2020,"manslaughter",3,0,4
"0477000",2019,"manslaughter",1,0,4
"0477000",2018,"manslaughter",3,0,4
"0477000",2017,"manslaughter",0,0,4
"0477000",2016,"manslaughter",0,0,4
"0477000",2015,"manslaughter",0,0,4
"0477000",2014,"manslaughter",2,0,4
"0477000",2013,"manslaughter",0,0,4
"0477000",2012,"manslaughter",3,0,4
"0477000",2011,"manslaughter",1,0,4
"0477000",2010,"manslaughter",1,9,4
"0477000",2009,"manslaughter",2,8,4
"0462140",2023,"manslaughter",0,0,1
"0462140",2022,"manslaughter",0,0,1
"0462140",2021,"manslaughter",0,0,1
"0462140",2020,"manslaughter",0,0,1
"0462140",2019,"manslaughter",0,0,1
"0462140",2018,"manslaughter",0,0,1
"0462140",2017,"manslaughter",0,0,1
"0462140",2016,"manslaughter",0,0,1
"0462140",2015,"manslaughter",0,0,1
"0462140",2014,"manslaughter",0,0,1
"0462140",2013,"manslaughter",0,0,1
"0462140",2012,"manslaughter",0,0,1
"0462140",2011,"manslaughter",0,0,1
"0462140",2010,"manslaughter",0,0,1
"0462140",2009,"manslaughter",0,0,1
"0400873",2023,"manslaughter",0,0,1
"0400873",2022,"manslaughter",0,0,1
"0400873",2021,"manslaughter",0,0,1
"0400873",2020,"manslaughter",0,0,1
"0400873",2019,"manslaughter",0,0,1
"0400873",2018,"manslaughter",0,0,1
"0400873",2017,"manslaughter",0,0,1
"0400873",2016,"manslaughter",0,12,1
"0400873",2015,"manslaughter",0,12,1
"0400873",2014,"manslaughter",0,12,1
"0400873",2013,"manslaughter",0,12,1
"0400873",2012,"manslaughter",0,12,1
"0400873",2011,"manslaughter",0,12,1
"0400873",2010,"manslaughter",0,12,1
"0400873",2009,"manslaughter",0,12,1
"0451600",2023,"manslaughter",0,0,1
"0451600",2022,"manslaughter",0,0,1
"0451600",2021,"manslaughter",0,0,1
"0451600",2020,"manslaughter",0,0,1
"0451600",2019,"manslaughter",0,0,1
"0451600",2018,"manslaughter",0,0,1
"0451600",2017,"manslaughter",0,0,1
"0451600",2016,"manslaughter",0,0,1
"0451600",2015,"manslaughter",0,0,1
"0451600",2014,"manslaughter",0,0,1
"0451600",2013,"manslaughter",1,1,1
"0451600",2012,"manslaughter",0,0,1
"0451600",2011,"manslaughter",0,0,1
"0451600",2010,"manslaughter",0,0,1
"0451600",2009,"manslaughter",0,0,1
"0444270",2023,"manslaughter",0,0,1
"0444270",2022,"manslaughter",0,0,1
"0444270",2021,"manslaughter",0,0,1
"0444270",2020,"manslaughter",0,0,1
"0444270",2019,"manslaughter",0,0,1
"0444270",2018,"manslaughter",0,0,1
"0444270",2017,"manslaughter",0,0,1
"0444270",2016,"manslaughter",0,0,1
"0444270",2015,"manslaughter",0,0,1
"0444270",2014,"manslaughter",0,0,1
"0444270",2013,"manslaughter",0,0,1
"0444270",2012,"manslaughter",0,0,1
"0444270",2011,"manslaughter",0,0,1
"0444270",2010,"manslaughter",0,0,1
"0444270",2009,"manslaughter",0,0,1
"0465490",2023,"manslaughter",0,0,1
"0465490",2022,"manslaughter",0,0,1
"0465490",2021,"manslaughter",0,0,1
"0465490",2020,"manslaughter",0,0,1
"0465490",2019,"manslaughter",0,0,1
"0465490",2018,"manslaughter",0,0,1
"0465490",2017,"manslaughter",0,0,1
"0465490",2016,"manslaughter",0,2,1
"0465490",2015,"manslaughter",0,0,1
"0465490",2014,"manslaughter",1,0,1
"0465490",2013,"manslaughter",0,0,1
"0465490",2012,"manslaughter",0,0,1
"0465490",2011,"manslaughter",0,0,1
"0465490",2010,"manslaughter",0,5,1
"0465490",2009,"manslaughter",0,1,1
"0499021",2023,"manslaughter",2,0,1
"0499021",2022,"manslaughter",8,0,1
"0499021",2021,"manslaughter",4,0,1
"0499021",2020,"manslaughter",1,0,1
"0499021",2019,"manslaughter",0,0,1
"0499021",2018,"manslaughter",1,0,1
"0499021",2017,"manslaughter",0,0,1
"0499021",2016,"manslaughter",1,0,1
"0499021",2015,"manslaughter",6,0,1
"0499021",2014,"manslaughter",1,0,1
"0499021",2013,"manslaughter",0,0,1
"0499021",2012,"manslaughter",0,0,1
"0499021",2011,"manslaughter",1,0,1
"0499021",2010,"manslaughter",0,0,1
"0499021",2009,"manslaughter",0,0,1
"0410530",2023,"manslaughter",3,0,1
"0410530",2022,"manslaughter",1,0,1
"0410530",2021,"manslaughter",1,0,1
"0410530",2020,"manslaughter",0,0,1
"0410530",2019,"manslaughter",0,0,1
"0410530",2018,"manslaughter",0,0,1
"0410530",2017,"manslaughter",0,0,1
"0410530",2016,"manslaughter",0,0,1
"0410530",2015,"manslaughter",0,0,1
"0410530",2014,"manslaughter",0,0,1
"0410530",2013,"manslaughter",0,0,1
"0410530",2012,"manslaughter",0,0,1
"0410530",2011,"manslaughter",0,0,1
"0410530",2010,"manslaughter",0,0,1
"0410530",2009,"manslaughter",0,0,1
"0415500",2023,"manslaughter",0,0,2
"0415500",2022,"manslaughter",1,0,2
"0415500",2021,"manslaughter",1,0,2
